"fit.data.JPM","fit.data.WFC","fit.data.C","fit.data.USB","XLF.close"
54.360001,49.290001,47.119999,40.360001,21.969999
53.509998,49.029999,46.52,40.57,21.719999
53.310001,49.080002,46.439999,40.889999,21.749999
53.830002,49.490002,46.77,41.360001,21.86
53.720001,48.959999,46.549999,41.110001,21.729999
54.119999,49.669998,46.849998,41.209999,21.87
54.549999,49.990002,47.139999,41.369999,21.969999
54.529999,50.16,47.290001,41.450001,22.040001
55.139999,50.549999,47.57,41.740002,22.229999
55.450001,50.439999,47.32,42.029999,22.189999
55.720001,50.27,47.279999,42.029999,22.239999
55.57,50.779999,47.57,42.189999,22.290001
55.349998,51.09,47.759998,42.18,22.35
55.599998,51.09,48.189999,42.240002,22.379997
55.68,51.040001,47.880001,42.360001,22.439999
56.630001,51.630001,48.630001,42.490002,22.649999
56.970001,51.98,48.93,42.880001,22.799998
57.419998,52.509998,49.580002,43.52,22.899999
57.900002,52.59,49.330002,43.330002,22.889999
57.27,52.240002,48.810001,42.98,22.739999
57.040001,51.709999,48.27,43.009998,22.6
57.040001,51.900002,47.59,43.060001,22.61
56.869999,51.09,47.639999,42.75,22.499999
57.419998,51.66,47.790001,43.130001,22.729999
57.779999,52.040001,47.93,43.330002,22.86
57.299999,52.02,47.560001,43.279999,22.83
57.549999,52.889999,47.34,43.740002,22.83
58.189999,52.98,48.060001,43.82,22.879997
57.419998,52.490002,47.810001,43.299999,22.729999
57.529999,52.599998,47.82,43.360001,22.749998
57.389999,52.369999,47.23,43.060001,22.669999
57.529999,52.900002,47.139999,43.360001,22.759998
57.619999,52.560001,47.099998,43.32,22.739999
57.57,52.720001,47.459999,43.34,22.879997
56.970001,52.66,48.009998,43.25,22.86
57.049999,53,48.240002,43.59,23.04
56.669998,52.5,47.98,43.48,22.939999
55.759998,52.25,47.419998,43.189999,22.739999
56.02,52.189999,47.380001,43.380001,22.799998
55.560001,51.810001,46.900002,43.099998,22.649999
55.799999,51.490002,47,43.18,22.689999
56.290001,51.310001,48.419998,43.049999,22.83
58.27,51.349998,49.290001,43.299999,22.989998
58.709999,51.169998,49.82,42.529999,22.949999
57.860001,50.68,49.18,41.610001,22.649999
58.23,51.279999,49.560001,42.169998,22.909999
58.240002,51.049999,49.349998,42.119999,22.85
58.669998,51.349998,49.599998,42.25,22.919999
59,51.330002,50.18,42.459999,22.969999
59.169998,51.59,50.09,42.73,23.02
59.009998,51.599998,50.029999,42.75,22.889999
59.189999,51.599998,49.700001,42.57,22.899999
58.639999,51.540001,49.419998,42.639999,22.78
58.91,52.099998,50,42.919998,22.879997
57.669998,50.900002,48.91,42.029999,22.409999
56.48,50.349998,48.099998,41.330002,22.219999
56.650002,50.990002,48.34,41.639999,22.399999
56.060001,50.400002,47.889999,41.169998,22.169999
56.23,50.060001,48.139999,41.080002,22.259999
55.91,49.700001,48.060001,40.68,22.159999
56.34,50,48.450001,41.18,22.379997
56.32,49.889999,48.389999,40.959999,22.399999
56.349998,49.779999,48.439999,41.16,22.449999
56.720001,49.990002,48.75,41.360001,22.549998
56.98,50.380001,49.130001,41.599998,22.689999
56.75,50.209999,48.720001,41.27,22.58
57.23,50.689999,49.509998,41.720001,22.83
57.560001,50.860001,49.700001,41.84,22.87
57.639999,50.849998,49.799999,41.709999,22.929999
58.5,51.290001,51.07,42.189999,23.199999
58.490002,51.18,50.93,42.029999,23.12
59.34,51.450001,51.630001,42.25,23.319998
59.740002,51.560001,52.130001,42.41,23.369999
59.59,51.34,51.860001,42.200001,23.319998
59.16,51.150002,51.389999,42.060001,23.249998
59.450001,51.439999,51.650002,42.279999,23.36
59.669998,51.57,51.959999,42.27,23.449999
59.700001,51.549999,52.23,42.119999,23.409999
59.709999,51.57,52.470001,42.240002,23.429999
59.91,51.650002,52.299999,42.130001,23.459999
59.889999,51.470001,52.049999,42.029999,23.469998
59.060001,51.07,51.259998,41.599998,23.229998
59.220001,51.52,51.830002,41.84,23.35
59.759998,51.59,52.23,42.099998,23.409999
60.029999,51.700001,52.380001,42.200001,23.389999
59.939999,51.939999,52.310001,42.369999,23.379999
59.990002,52.310001,52.360001,42.369999,23.479998
60.310001,52.509998,52.389999,42.689999,23.58
61.32,53.240002,53.66,43.029999,23.809997
61.110001,53.360001,53.48,43.23,23.649999
60.91,52.900002,53.040001,43.02,23.489998
60.939999,52.099998,52.84,42.59,23.33
61.630001,52.130001,53.259998,42.57,23.459999
60.150002,51.41,51.959999,41.869999,23.069998
60.560001,51.869999,52.490002,41.869999,23.29
60.330002,51.689999,52.049999,41.73,23.209999
60.240002,51.869999,51.82,41.830002,23.169999
59.77,51.259998,51.099998,41.259998,22.889999
58.84,51.400002,51.25,41.290001,22.949999
60.299999,52.099998,52.32,41.669998,23.28
60.18,52.029999,52.279999,41.540001,23.209999
59.27,51.080002,51.27,40.599998,22.819998
60.400002,52.150002,52.540001,41.299999,23.249998
59.080002,51.119999,51.139999,40.580002,22.759998
58.52,50.639999,50.110001,40.07,22.58
58.16,50.200001,49.900002,39.860001,22.379997
57.990002,48.830002,51.470001,39.970001,22.469999
55.529999,47.849998,49.68,38.939999,22.040001
55.080002,48.130001,49.75,39.099998,22.040001
56.200001,48.689999,50.07,39.400002,22.319998
56.630001,49.18,50.529999,39.380001,22.449999
57.93,50.450001,51.27,40.27,22.87
57.450001,50.169998,50.700001,39.889999,22.659999
58.060001,50.599998,51.41,40.41,22.879997
58.740002,51.200001,51.799999,40.91,23.1
58.639999,51.310001,51.59,40.959999,23.129997
59.630001,51.779999,52.439999,41.540001,23.379999
59.290001,52.169998,52.650002,41.84,23.439999
59.389999,52.459999,53.150002,42.139999,23.57
60.48,53.09,53.529999,42.599998,23.84
60.880001,53.369999,53.470001,42.919998,23.929999
60.25,53.27,53.189999,43.16,23.939999
61.150002,53.529999,54.02,43.52,24.099999
61.23,54.060001,53.990002,43.919998,24.139999
61.470001,53.84,53.75,43.810001,24.149999
61.93,53.830002,53.889999,43.93,24.28
61.369999,53.580002,53.810001,44.029999,24.200001
60.560001,53.540001,53.419998,43.939999,24.149999
60.23,53.389999,53.439999,43.93,24.139999
60.279999,53.349998,53.380001,43.73,24.059997
60.380001,53.439999,53.57,43.799999,24.059997
60.529999,53.27,53.810001,43.98,24.139999
60.599998,53.360001,53.66,43.889999,24.089999
60.119999,53.48,53.52,43.91,24.089999
60.450001,53.810001,53.66,43.970001,24.209998
60.959999,54.099998,54.400002,44.369999,24.369999
60.299999,53.880001,54.330002,44.009998,24.349999
60.34,54.279999,54.130001,44.380001,24.379999
60.16,54.48,53.970001,44.200001,24.399999
60,53.82,53.349998,43.619999,24.229998
61.080002,54.220001,54.360001,44.07,24.459998
61.540001,54.389999,55.209999,44.32,24.569999
61.380001,54.5,55.18,44.529999,24.599999
62.700001,55.029999,56.080002,45.130001,24.819999
62.669998,54.77,56.369999,45.369999,24.940001
62.450001,54.830002,55.849998,45.209999,24.879999
60.68,54.259998,54.470001,44.639999,24.56
61.139999,54.43,54.509998,44.700001,24.619999
60.040001,53.700001,53.400002,43.889999,24.139999
59.16,53.189999,52.790001,43.450001,23.919999
58.43,52.77,51.169998,43.099998,23.689999
59.77,53.790001,52.450001,43.919998,24.229998
61.48,55.209999,54.099998,45.34,24.79
61.93,54.450001,54.009998,45.200001,24.679998
61.939999,54.970001,53.959999,45.639999,24.849999
62.48,55.470001,54.419998,45.91,24.989998
62.48,55.34,54.540001,45.75,24.949998
62.549999,55.279999,54.43,45.740002,24.95
62.959999,55.709999,54.73,45.66,25.04
63.150002,55.419998,54.84,45.560001,25.01
62.580002,54.82,54.110001,44.950001,24.729998
62.490002,54.700001,54.259998,44.830002,24.729998
60.549999,53.200001,52.549999,43.75,24.209998
58.98,52.09,50.700001,43.169998,23.84
59.07,52.400002,51.169998,43.549999,24.089999
60.389999,53.560001,51.939999,43.869999,24.450001
59.34,52.68,50.779999,42.959999,24.119999
58.830002,52.049999,50.380001,42.560001,23.919999
58.84,51.849998,50.02,42.099998,23.84
56.810001,51.25,49.049999,41.34,23.499998
54.990002,50.720001,47.23,40.939999,23.209999
55.93,51.639999,47.610001,41.52,23.489998
55.709999,52,47.259998,41.209999,23.389999
55.889999,52.099998,47.740002,42.200001,23.449999
57.59,53.77,49.57,43.43,24.03
56.68,53.259998,48.619999,43.32,23.77
56.77,53.580002,48.889999,43.529999,23.889999
56.200001,52.970001,48.310001,42.98,23.629999
54.75,52.16,47.110001,42.099998,23.199999
55.669998,52.759998,47.619999,42.57,23.389999
54.380001,51.919998,46.950001,41.91,23.009998
55.470001,52.810001,47.720001,42.73,23.379999
56.720001,53.450001,48.880001,43.279999,23.77
56.380001,53.029999,48.400002,43.580002,23.709998
56.77,53.669998,48.540001,44,23.950001
57.889999,54.450001,49.139999,44.41,24.139999
57.82,54.209999,49.209999,44.169998,24.02
58.459999,54.57,49.389999,44.52,24.209998
58.369999,53.900002,49.68,44.27,24.209998
59.57,54.860001,50.889999,45.119999,24.450001
59.669998,55.330002,51.200001,45.07,24.429998
60.099998,55.369999,51.689999,45.07,24.51
59.369999,54.52,51.419998,44.529999,24.359999
59.23,54.560001,51.119999,44.32,24.26
59.799999,54.830002,51.779999,44.619999,24.439998
59.349998,55.099998,51.32,44.48,24.379999
60.82,55.369999,51.900002,44.720001,24.5
61.139999,55.330002,52.09,44.84,24.5
61.580002,55.150002,52.41,44.93,24.439998
61.279999,54.790001,52.419998,44.610001,24.349999
61.77,55.549999,53.490002,44.880001,24.53
61.970001,55.450001,53.73,44.75,24.459998
62.130001,54.82,53.669998,44.41,24.309997
62,54.84,53.560001,44.580002,24.409999
60.889999,54.59,53.060001,44.669998,24.229998
61.5,54.669998,52.950001,44.889999,24.339999
59.959999,53.290001,51.23,43.709999,23.82
60.240002,53.700001,52.330002,43.75,23.969998
61.369999,55.59,54.080002,44.470001,24.489998
61,55.34,53.540001,44.290001,24.32
61.849998,55.73,53.689999,44.970001,24.619999
61.610001,55.91,53.84,44.950001,24.56
61.75,56.169998,53.720001,44.849998,24.7
61.200001,55.509998,52.380001,44.439999,24.469998
61.75,56.009998,52.98,44.860001,24.709998
61.139999,55.779999,52.48,44.709999,24.569999
60.459999,55.349998,51.939999,44.200001,24.369999
59.610001,54.540001,51.380001,43.419998,23.979998
59.540001,54.5,51.189999,43.25,23.959998
59.549999,54.119999,51,42.860001,23.929999
60.959999,54.77,51.639999,43.790001,24.28
60.580002,54.400002,51.52,43.669998,24.109999
59.950001,53.939999,51.619999,43.490002,24.089999
60.52,54.369999,51.860001,43.709999,24.209998
60.470001,54.080002,51.619999,43.32,24.249998
60.849998,54.02,51.52,43.349998,24.119999
61.049999,54,51.889999,43.43,24.209998
61.470001,54.189999,52.130001,43.57,24.249998
61.700001,54.32,52.43,43.75,24.239998
62.07,54.59,52.66,44.09,24.329999
63.040001,54.189999,52.73,43.529999,24.329999
64.209999,54.810001,53.209999,43.43,24.419999
63.810001,54.810001,54.02,42.939999,24.459998
62.84,54.049999,53.07,42.439999,24.129999
63.240002,54.360001,53.200001,42.759998,24.229998
62.310001,54.279999,52.48,42.5,24.109999
62.939999,54.669998,53.099998,42.830002,24.28
62.799999,54.860001,53.220001,42.82,24.32
62.599998,54.700001,52.900002,42.740002,24.28
62.34,54.970001,52.799999,42.560001,24.189998
62.759998,55.41,53.02,42.869999,24.329999
63.599998,55.459999,53.759998,42.98,24.32
63.259998,55.099998,53.32,42.869999,24.129999
63.610001,55.189999,53.759998,42.91,24.339999
64.720001,55.73,54.169998,43.540001,24.579999
64.400002,55.720001,53.349998,43.25,24.359999
63.919998,54.919998,52.82,43.099998,24.239998
64.5,54.810001,53.310001,43.099998,24.409999
65.489998,56.049999,54.02,43.860001,24.76
65.449997,55.509998,53.970001,43.75,24.669998
65.360001,55.470001,53.740002,43.900002,24.579999
65.519997,55.599998,54.200001,44.139999,24.589999
66.050003,56.040001,54.599998,44.380001,24.809999
65.879997,55.52,54.240002,43.93,24.7
66.419998,55.75,54.669998,44.200001,24.839999
67.010002,56.400002,55.330002,44.689999,24.979998
66.480003,56.080002,54.889999,44.09,24.909998
66.650002,56.009998,54.84,43.860001,24.849999
66.470001,56,54.970001,43.57,24.859999
65.730003,55.66,54.240002,43.369999,24.579999
66.470001,56.07,54.869999,43.860001,24.849999
66.199997,56.209999,54.549999,43.700001,24.819999
65.779999,55.959999,54.080002,43.110001,24.599999
66.080002,56.040001,54.450001,42.970001,24.619999
66.019997,56.18,54.720001,43.130001,24.659999
66.699997,56.91,55.630001,43.970001,24.869999
66.330002,56.139999,55.330002,43.490002,24.649999
67.419998,56.610001,56.240002,43.990002,24.79
66.889999,56.119999,55.650002,43.66,24.639999
67.18,56.700001,56,44.07,24.699998
68.260002,57.209999,57.02,44.810001,25.049999
68.519997,57.259998,57.209999,44.849998,25.149998
68.25,57.09,57.110001,44.779999,25.04
67.989998,56.98,56.650002,44.400002,24.929998
68.370003,57.220001,57.07,44.59,25.069999
68.139999,57.169998,56.540001,44.639999,25.04
68.779999,57.700001,56.759998,44.779999,25.27
68.080002,57.049999,56.23,44.639999,24.739998
68.959999,57.91,56.950001,44.98,25.119999
69.75,57.889999,57.389999,45.099998,25.169998
69.019997,57.540001,56.66,44.740002,24.959998
68.650002,57.169998,56.189999,44.560001,24.809999
68.949997,57.439999,56.34,44.509998,24.889999
67.199997,56.060001,54.880001,43.41,24.29
67.760002,56.240002,55.240002,43.400002,24.379999
68.07,56.91,55.68,44.150002,24.75
67.519997,56.740002,55.369999,43.619999,24.639999
67.330002,56.439999,55.080002,43.599998,24.54
66.800003,56.25,54.5,43.470001,24.589999
65.43,55.25,52.799999,42.669998,24.159999
66.110001,55.5,53.709999,42.959999,24.349999
67.050003,56.080002,54.560001,43.439999,24.639999
68.089996,56.740002,55.540001,43.830002,24.939998
69.040001,57.25,55.91,43.880001,25
69.190002,57.779999,56.459999,45.529999,25.209998
69.559998,58.169998,58.59,45.860001,25.459998
69.209999,57.939999,58.75,45.849998,25.389998
69.260002,58.049999,58.849998,45.84,25.419998
69.099998,57.950001,59.099998,45.740002,25.389998
70.080002,58.52,60.34,45.950001,25.579999
69.639999,58.209999,59.869999,45.66,25.359999
68.910004,57.779999,58.700001,45.279999,25.119999
68.010002,57.59,57.959999,44.799999,24.939998
68.050003,57.400002,58.369999,44.73,25.04
68.940002,57.959999,58.919998,45.009998,25.289999
69.040001,58.150002,58.880001,45.060001,25.289999
68.529999,57.869999,58.459999,45.209999,25.209998
68.529999,57.91,58.439999,45.080002,25.179998
68.459999,57.82,58.470001,45.220001,25.139999
68.730003,57.650002,58.740002,45.43,25.24
68.25,57.529999,58.099998,45.209999,25.149998
68.050003,57.470001,57.91,45.110001,25.199998
68.889999,57.939999,58.740002,46.02,25.439998
68.230003,57.209999,57.639999,45.400002,25.209998
67.239998,56.720001,56.91,44.889999,24.979998
67.550003,56.889999,57.330002,45.07,25.069999
67.889999,57.330002,57.59,45.599998,25.25
68.07,57.349998,57.77,45.650002,25.299999
68.209999,57.540001,57.549999,45.75,25.28
67.599998,57.060001,57,45.360001,25.049999
65.940002,56.119999,55.330002,44.099998,24.52
63.599998,53.970001,53.599998,42.779999,23.639999
60.25,51.25,50.34,40.75,22.63
59.91,50.02,49.880001,39.759998,22.33
62.91,52.299999,52.279999,41.41,23.169999
64.480003,54.029999,53.439999,42.580002,23.739998
64.129997,53.540001,53.279999,42.59,23.629999
64.099998,53.330002,53.48,42.349998,23.429999
61.450001,50.990002,50.939999,40.27,22.669999
62.57,51.990002,51.75,41.02,22.979999
62.68,52.43,51.790001,41.439999,23.11
61.5,51.290001,50.59,40.549999,22.649999
63.16,52.93,51.650002,41.43,23.229998
62.18,52.189999,50.880001,40.880001,22.909999
62.66,52.560001,51.07,41.099998,23.019998
62.560001,52.619999,51.099998,41.060001,23.12
62.380001,52.77,50.98,40.919998,23.07
63.580002,53.470001,52,42,23.399999
64.139999,53.720001,52.59,42.360001,23.55
62.650002,52.209999,51.650002,41.66,23.219999
60.939999,51.040001,50.290001,41.169998,22.659999
61.450001,51.549999,50.709999,41.52,22.919999
60.91,50.689999,50.380001,41.099998,22.63
60.639999,50.779999,50.119999,41.060001,22.639999
60.220001,50.549999,49.130001,40.759998,22.479999
61.470001,51.48,50.549999,41.669998,22.81
59.98,50.369999,49.029999,40.419998,22.279998
59.84,50.889999,49,40.650002,22.319998
60.970001,51.349998,49.610001,41.009998,22.659999
61.419998,51.439999,49.889999,41.130001,22.669999
60.810001,51.259998,49.880001,40.75,22.699999
62.02,52.41,51.16,41.560001,23.179999
62.049999,52.029999,51.060001,41.490002,23.07
62.130001,52.189999,51.32,41.790001,23.249998
62.130001,52.540001,51.650002,41.900002,23.389999
61.93,52.139999,51.380001,41.580002,23.239998
61.720001,52.18,51.279999,41.630001,23.259998
61.549999,51.860001,51.209999,41.43,23.08
59.990002,51.5,50.720001,40.5,22.889999
61.889999,52.689999,52.970001,41.009998,23.409999
62.43,52.880001,52.689999,40.77,23.55
62.220001,52.560001,52.860001,40.73,23.529998
62.52,53.080002,52.84,41.25,23.669999
62.060001,53.119999,51.810001,41.099998,23.499998
63.189999,54.060001,52.509998,41.84,23.879999
63.869999,54.75,53.639999,42.619999,24.139999
63.900002,54.290001,53.110001,42.52,24.04
63.639999,54.119999,52.610001,42.099998,23.899999
65.5,55.450001,54.73,43.060001,24.459998
65.209999,55.09,53.66,43,24.429998
64.25,54.139999,53.169998,42.18,24.08
65.540001,54.849998,53.830002,42.59,24.409999
65.779999,54.93,54.16,42.700001,24.449998
65.849998,54.580002,53.830002,42.619999,24.379999
66.440002,54.860001,54.150002,42.630001,24.479998
68.459999,55.849998,55.869999,43.720001,24.729998
67.389999,55.470001,55.709999,43.34,24.459998
67.68,55.91,55.799999,43.360001,24.569999
67.349998,55.799999,54.900002,43.330002,24.489998
66,55.169998,53.459999,42.720001,24.119999
65.559998,54.57,53.169998,42.380001,23.919999
66.510002,55.27,53.689999,43.110001,24.209998
66.129997,54.959999,53.490002,43.02,24.159999
67.449997,55.669998,54.98,43.889999,24.589999
67.660004,55.970001,55.060001,44.150002,24.629999
67.540001,55.82,54.75,44.040001,24.669998
66.879997,55.599998,54.279999,43.779999,24.569999
66.779999,55.279999,54.18,43.860001,24.5
66.860001,55.220001,54.080002,43.77,24.52
67.169998,55.389999,54.209999,43.900002,24.579999
66.68,55.099998,54.09,43.889999,24.56
67.610001,55.709999,54.880001,44.310001,24.829999
66.660004,55.080002,54.139999,43.77,24.54
65.800003,54.200001,53.509998,43.200001,24.139999
67.889999,55.669998,55.09,44.34,24.78
67,55.419998,54.400002,44.110001,24.55
65.959999,54.400002,53.389999,43.549999,24.239998
65.459999,54.119999,52.810001,43.009998,23.959998
65.610001,54.34,52.650002,43.18,23.979998
64.07,53.310001,51.110001,42.220001,23.449999
64.269997,53.200001,51.099998,42.43,23.499998
66.099998,54.91,52.52,43.669998,24.05
67.529999,55.849998,53.900002,44.360001,24.439998
66.279999,55.470001,52.84,43.830002,24.089999
64.400002,53.790001,51.209999,42.360001,23.3
65.540001,54.02,51.790001,42.59,23.529998
65.68,54.34,52.009998,42.700001,23.749998
66.730003,55.040001,52.630001,43.48,24.03
66.599998,54.82,52.709999,43.419998,24.009998
66.379997,54.68,52.380001,43.049999,23.989998
67.07,55.290001,52.98,43.52,24.239998
66.589996,54.889999,52.299999,43.009998,24.07
66.029999,54.360001,51.75,42.669998,23.83
63.619999,52.91,51.130001,41.48,23.369999
63.73,52.889999,50.860001,41.68,23.459999
62.810001,51.880001,50.119999,41.049999,23.1
60.27,50.400002,47.560001,40.27,22.449999
58.919998,49.560001,46.130001,39.700001,22.1
58.830002,50.09,46.849998,39.860001,22.13
58.959999,51.360001,46.880001,40.619999,22.299998
57.34,49.73,45.189999,39.009998,21.719999
58.200001,50.639999,45.380001,39.93,21.91
57.040001,48.82,42.470001,39.049999,21.42
57.009998,48.209999,41.939999,39.130001,21.41
55.509998,47.869999,40.490002,38.869999,20.989999
55.25,48.009998,40.150002,38.52,20.9
56.950001,49.02,41.060001,39.369999,21.279999
55.66,47.66,39.549999,38.290001,20.849998
57.080002,48.259998,40.5,39.02,21.199999
57.040001,48.57,40.560001,39.18,21.119998
57.279999,48.919998,40.389999,39.220001,21.13
59.5,50.23,42.580002,40.060001,21.719999
58.860001,49.939999,42.48,39.799999,21.63
57.029999,48.830002,40.419998,38.75,21.029999
57.41,47.599998,40.360001,39.279999,21.049999
58.400002,48.25,40.790001,40.110001,21.229999
57.75,47.860001,39.860001,40.09,20.95
56.540001,46.5,37.810001,39.529999,20.42
56.200001,46.450001,37.509998,39.400002,20.389998
55.52,46.169998,37.41,39.040001,20.279999
53.07,45.16,34.98,37.450001,19.659999
57.490002,47.310001,37.540001,39.099998,20.489999
58.349998,48.240002,38.889999,40.189999,20.819998
58.77,48.130001,39.779999,40.119999,21.099998
57.810001,47.73,38.919998,39.490002,20.979999
57.82,48.09,38.990002,39.459999,20.979999
58.57,49.189999,39.52,40.23,21.309998
56.119999,48.099998,38.220001,38.869999,20.93
56.139999,47.610001,38.09,38.439999,20.88
57.009998,47.75,38.619999,39.139999,21.17
57.540001,48.07,39.5,39.290001,21.319998
56.299999,46.919998,38.849998,38.52,21.089998
59.200001,48.720001,41.27,39.900002,21.799998
59.759998,49.57,42.220001,40.529999,22.039998
59.959999,49.77,42.830002,40.77,22.189999
60.049999,50.110001,42.830002,41.029999,22.279998
59.939999,50.07,42.610001,40.77,22.269998
58.779999,49.049999,41.049999,39.849998,21.91
59.119999,48.790001,41.150002,39.759998,21.939999
58.610001,48.509998,41.369999,39.509998,21.919999
59.34,50.07,42.990002,40.459999,22.489999
59.119999,49.880001,42.669998,40.490002,22.419999
59.200001,49.98,42.59,40.790001,22.409999
58.919998,49.540001,42.23,40.540001,22.36
58.75,49.73,42.849998,40.689999,22.63
60.48,50.540001,43.540001,41.32,22.729999
60.459999,50.669998,43.599998,41.380001,22.689999
60.240002,50.369999,43.380001,41.32,22.62
59.939999,49.759998,42.369999,41.189999,22.449999
59.48,48.900002,41.939999,40.779999,22.309998
59.400002,48.700001,41.919998,40.689999,22.38
59.029999,48.049999,41.720001,40.389999,22.419999
59.709999,48.650002,41.880001,40.990002,22.549998
59.220001,48.360001,41.75,40.59,22.499999
59.869999,48.450001,42.470001,40.700001,22.699999
59.200001,48.5,42.060001,40.68,22.59
58.360001,47.509998,41.509998,40.049999,22.269998
58.810001,48.080002,41.860001,40.09,22.39
57.32,46.93,40.27,39.099998,21.969999
57.740002,47.07,40.470001,39.380001,22.049998
58.200001,47.029999,41.119999,39.529999,22.14
59.279999,47.77,41.900002,40.259998,22.419999
61.790001,49.029999,44.25,41.099998,22.929999
62.59,48.790001,44.98,41.279999,22.979999
61.869999,48.25,44.919998,41.099998,22.899999
62.27,48.84,45.110001,41.209999,23.07
63.32,49.880001,45.630001,41.91,23.36
64.239998,50.450001,46.740002,42.73,23.54
63.599998,50.049999,46.599998,42.560001,23.33
63.970001,50.619999,46.970001,43.299999,23.55
63.599998,50.509998,46.689999,43.049999,23.499998
63.93,50.919998,47.099998,43.369999,23.649999
64.110001,50.93,47.330002,43.529999,23.689999
63.599998,50.41,46.73,43.130001,23.439999
63.200001,49.98,46.279999,42.689999,23.31
63.790001,50.59,46.68,42.970001,23.519998
62.560001,50,45.57,42.5,23.219999
61.57,48.939999,44.66,41.720001,23.039998
61.240002,48.959999,44.23,41.650002,23.029998
61.599998,49.02,44.41,41.779999,23.129999
61.209999,48.880001,43.889999,41.540001,23.07
62.040001,49.400002,44.84,42.060001,23.399999
61.810001,49.080002,44.470001,41.869999,23.149999
61.77,49.200001,44,41.939999,23.159999
61.200001,48.240002,43.110001,41.43,22.879999
61.66,48.27,43.150002,41.689999,22.999998
61.66,47.619999,43.700001,40.720001,22.87
64.040001,48.650002,45.869999,41.619999,23.269998
63.389999,48.380001,45.060001,41.52,23.049998
63.509998,48.75,44.900002,41.740002,23.209999
63.459999,48.700001,45.110001,41.66,23.189999
64.540001,49.200001,45.860001,42.279999,23.54
65.519997,50.5,46.939999,42.959999,23.79
65.029999,50.549999,46.110001,42.669998,23.649999
65.43,50.849998,46.580002,42.950001,23.81
65.269997,50.720001,46.57,42.82,23.749998
65.690002,51,46.939999,43,23.8
65.809998,51.110001,46.970001,43.060001,23.849999
64.639999,50.189999,45.389999,42.369999,23.509998
65.279999,50.490002,45.740002,42.880001,23.649999
65.059998,50.27,45.540001,42.66,23.6
65.25,50,45.560001,42.810001,23.619999
64.75,49.139999,45.009998,42.540001,23.449999
63.84,48.34,43.900002,41.959999,23.159999
63.27,47.970001,43.16,41.68,22.999998
62.080002,46.880001,41.959999,41.189999,22.659999
61.970001,46.779999,42.009998,41.02,22.689999
62.220001,46.849998,42.119999,41.060001,22.749998
62.279999,46.599998,42.48,41.110001,22.61
62.369999,46.93,42.799999,41.220001,22.739999
62.950001,47.23,42.919998,41.369999,22.87
62.709999,46.970001,42.68,41.349998,22.85
64.050003,47.91,44.459999,42.23,23.33
59.599998,45.709999,40.299999,39.860001,22.079998
57.610001,45.009998,38.48,38.689999,21.449999
59.52,46.099998,40.439999,39.080002,21.999999
61.200001,46.970001,42.119999,39.68,22.499999
62.139999,47.330002,42.389999,40.330002,22.86
61.259998,47.029999,42.169998,40.060001,22.739999
59.549999,46.209999,40.779999,39.060001,22.399999
60.189999,46.650002,41.060001,39.200001,22.459999
60.580002,46.799999,41.290001,39.23,22.489999
61.830002,47.790001,41.98,40.09,22.919999
62.27,48.080002,42.290001,40.299999,23.049998
63.200001,48.349998,43.439999,40.669998,23.34
63.16,48.27,43.330002,40.630001,23.34
64.120003,48.939999,44.450001,41.25,23.56
64.18,47.709999,44.330002,41.889999,23.519998
63.959999,48.279999,44.57,41.880001,23.6
63.860001,48.369999,44.349998,41.970001,23.609999
63.93,48.610001,44.470001,41.970001,23.649999
63.689999,48.299999,44.130001,41.880001,23.529998
64.040001,48.32,44.299999,42.189999,23.679999
63.869999,48.119999,44.040001,41.970001,23.629999
64.129997,47.970001,44.150002,41.970001,23.649999
64.330002,48,44.290001,42.009998,23.639999
64.099998,48.130001,44.080002,42.080002,23.689999
63.970001,47.970001,43.810001,42.169998,23.649999
63.799999,47.810001,43.419998,41.68,23.59
63.650002,47.700001,42.990002,41.43,23.389999
64.660004,47.57,43.889999,42.130001,23.629999
64.559998,47.84,43.84,42.029999,23.57
66.300003,48.68,45.720001,42.970001,24.02
66.099998,48.91,45.959999,42.939999,24.05
65.870003,48.93,45.900002,42.830002,24.07
65.279999,48.18,45.450001,42.5,23.879999
65.459999,48.240002,45.73,42.82,23.929999
65.32,47.900002,45.580002,42.73,23.859999
65.720001,48.27,46.389999,42.98,24.02
65.709999,48.439999,46.619999,43.02,23.959998
65.889999,48.610001,46.630001,43.220001,24.04
65.949997,48.529999,46.5,43.220001,24.02
65.860001,48.650002,46.529999,43.349998,24.009998
65.800003,48.630001,46.66,43.369999,24.009998
65.769997,48.41,46.59,43.439999,24.04
65.949997,48.630001,46.66,43.240002,24.03
66.07,48.380001,46.720001,43.400002,24.08
66.220001,48.509998,47.110001,43.400002,24.109999
66.949997,49.560001,47.259998,43.84,24.32
67.5,50.619999,47.900002,44.080002,24.54
67.5,50.799999,47.740002,44.150002,24.56
67.209999,50.43,47.360001,44.029999,24.459998
67.489998,50.549999,47.509998,44.16,24.569999
67.440002,49.990002,47.290001,43.860001,24.53
67.160004,49.77,47.48,43.66,24.52
67.25,49.900002,47.790001,43.84,24.5
66.650002,48.720001,47.169998,43.41,24.04
67.059998,48.540001,47.790001,43.799999,24.31
66.529999,46.959999,46.919998,43.23,23.879999
66.400002,46.52,46.75,42.919998,23.82
66.639999,46.150002,47.080002,43.029999,23.959998
65.82,45.43,46.41,42.599998,23.619999
